TournamentName,Surface,Series,MatchDate,PlayerASurname,PlayerAFirstName,PlayerBSurname,PlayerBFirstName,PlayerAGames,PlayerBGames,ExpectedMatchOutcome,MatchOutcomeProbability,BookmakerName,Source,OddAfterCommission,Edge,ObservedMatchOutcome,TeamAScore,TeamBScore,MatchComment
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Gulbis,Ernests,Monaco,Juan,45,72,Away Win,0.774487479,Pinnacle Sports,Best Betting,2.270000,0.7580865773300,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Cilic,Marin,Anderson,Kevin,84,91,Home Win,0.689283996,Sporting Bet,Best Betting,1.500000,0.0339259940000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Cilic,Marin,Anderson,Kevin,84,91,Away Win,0.310716004,Sky Bet,Odds Checker Web,3.250000,0.0098270130000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Wawrinka,Stanislas,Montanes,Albert,78,35,Away Win,0.209868229,Pinnacle Sports,Best Betting,5.400000,0.1332884366000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,17-04-2013,Mayer,Florian,Bautista-Agut,Roberto,59,29,Home Win,0.721701219,Pinnacle Sports,Best Betting,2.390000,0.7248659134100,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Tsonga,Jo-Wilfried,Melzer,Jurgen,110,65,Away Win,0.277553115,Marathonbet.co.uk,Best Betting,4.950000,0.3738879192500,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Kohlschreiber,Philipp,Nadal,Rafael,83,70,Home Win,0.093067168,Pinnacle Sports,Best Betting,29.680000,1.7622335462400,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Wawrinka,Stanislas,Murray,Andy,79,97,Home Win,0.387264700,Marathonbet.co.uk,Best Betting,3.450000,0.3360632150000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Djokovic,Novak,Monaco,Juan,115,73,Home Win,0.935081811,Pinnacle Sports,Best Betting,1.120000,0.0472916283200,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Berdych,Tomas,Fognini,Fabio,108,68,Home Win,0.895016411,Pinnacle Sports,Best Betting,1.270000,0.1366708419700,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Dimitrov,Grigor,Mayer,Florian,64,60,Away Win,0.289280463,Marathonbet.co.uk,Best Betting,3.800000,0.0992657594000,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Cilic,Marin,Gasquet,Richard,85,91,Away Win,0.611732233,Pinnacle Sports,Best Betting,1.670000,0.0215928291100,Away Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,18-04-2013,Nieminen,Jarkko,Del Potro,Juan-Martin,83,110,Home Win,0.157132856,Boylesports,Odds Checker Web,7.000000,0.0999299920000,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,19-04-2013,Tsonga,Jo-Wilfried,Wawrinka,Stanislas,111,80,Away Win,0.644470533,Pinnacle Sports,Best Betting,1.860000,0.1987151913800,Home Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,19-04-2013,Dimitrov,Grigor,Nadal,Rafael,65,71,Away Win,0.966601209,Marathonbet.co.uk,Best Betting,1.040000,0.0052652573600,Away Win,2,1,Completed
Monte-Carlo Rolex Masters,Clay,Masters,19-04-2013,Fognini,Fabio,Gasquet,Richard,69,92,Away Win,0.889758341,Stan James,Odds Checker Web,1.330000,0.1833785935300,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,19-04-2013,Djokovic,Novak,Nieminen,Jarkko,116,84,Home Win,0.968046922,32Red bet,Odds Checker Web,1.120000,0.0842125526400,Home Win,2,0,Completed
Monte-Carlo Rolex Masters,Clay,Masters,21-04-2013,Djokovic,Novak,Nadal,Rafael,118,73,Home Win,0.550715831,Ladbrokes,Odds Checker Web,3.000000,0.6521474930000,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Berlocq,Carlos,Gimeno-Traver,Daniel,68,36,Away Win,0.438654566,Sporting Bet,Odds Checker Web,2.750000,0.2063000565000,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Gulbis,Ernests,Verdasco,Fernando,47,67,Away Win,0.722405635,10Bet,Best Betting,2.950000,1.1310966232500,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Davydenko,Nikolay,Berdych,Tomas,73,109,Away Win,0.793357795,Pinnacle Sports,Best Betting,1.440000,0.1424352248000,Away Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Nishikori,Kei,Olaso,Guillermo,77,1,Home Win,0.906844044,Stan James,Odds Checker Web,1.200000,0.0882128528000,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Carreno-Busta,Pablo,Bellucci,Thomaz,3,59,Away Win,0.797697293,Stan James,Odds Checker Web,1.800000,0.4358551274000,Away Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Tomic,Bernard,De Schepper,Kenny,66,8,Home Win,0.708971230,Coral,Odds Checker Web,1.440000,0.0209185712000,Home Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Robredo,Tommy,Lopez,Marc,32,1,Home Win,0.893098506,Paddy Power,Odds Checker Web,1.200000,0.0717182072000,Home Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Ramos,Albert,Struff,Jan-Lennard,75,0,Away Win,0.240135603,Marathonbet.co.uk,Best Betting,6.100000,0.4648271783000,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Roger-Vasselin,Edouard,Hajek,Jan,49,18,Away Win,0.635121962,Bwin,Odds Checker Web,2.050000,0.3020000221000,Home Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Falla,Alejandro,Kavcic,Blaz,53,30,Away Win,0.546245874,Ladbrokes,Odds Checker Web,2.100000,0.1471163354000,Away Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,23-04-2013,Kuznetsov,Andrey,Kohlschreiber,Philipp,19,81,Away Win,0.703490640,Stan James,Odds Checker Web,1.530000,0.0763406792000,Away Win,2,1,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Cipolla,Flavio,Mayer,Florian,49,61,Away Win,0.832863779,Ladbrokes,Odds Checker Web,1.360000,0.1326947394400,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Volandri,Filippo,Monfils,Gael,42,48,Away Win,0.777617214,Betway,Odds Checker Web,1.450000,0.1275449603000,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Bachinger,Matthias,Hanescu,Victor,30,31,Away Win,0.730424906,Ladbrokes,Odds Checker Web,1.570000,0.1467671024200,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Garcia-Lopez,Guillermo,Zeballos,Horacio,58,27,Home Win,0.507415251,Marathonbet.co.uk,Best Betting,2.520000,0.2786864325200,Home Win,2,1,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Nieminen,Jarkko,Donskoy,Evgeny,80,15,Home Win,0.805837059,Paddy Power,Odds Checker Web,1.250000,0.0072963237500,Home Win,2,1,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Muller,Gilles,Rosol,Lukas,50,51,Home Win,0.476469995,Marathonbet.co.uk,Best Betting,3.150000,0.5008804842500,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Malisse,Xavier,Giraldo,Santiago,65,53,Home Win,0.512521050,youwin,Odds Checker Web,2.860000,0.4658102030000,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Kamke,Tobias,Mathieu,Paul-Henri,38,37,Away Win,0.597419348,Pinnacle Sports,Best Betting,1.920000,0.1470451481600,Home Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,23-04-2013,Pospisil,Jaroslav,Stakhovsky,Sergiy,0,50,Away Win,0.706243515,Ladbrokes,Odds Checker Web,1.570000,0.1088023185500,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,25-04-2013,Goffin,David,Mayer,Florian,42,62,Away Win,0.710231221,Pinnacle Sports,Best Betting,1.850000,0.3139277588500,Away Win,2,1,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,25-04-2013,Youzhny,Mikhail,Hanescu,Victor,75,32,Home Win,0.600085468,Pinnacle Sports,Best Betting,1.780000,0.0681521330400,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,25-04-2013,Tipsarevic,Janko,Giraldo,Santiago,103,54,Away Win,0.475062495,Ladbrokes,Odds Checker Web,2.620000,0.2446637369000,Home Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,25-04-2013,Stakhovsky,Sergiy,Garcia-Lopez,Guillermo,51,59,Home Win,0.525296441,Marathonbet.co.uk,Best Betting,2.260000,0.1871699566600,Away Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,25-04-2013,Chardy,Jeremy,Monaco,Juan,63,75,Home Win,0.374481480,Bet 365,Odds Checker Web,4.500000,0.6851666600000,Away Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,25-04-2013,Almagro,Nicolas,Granollers,Marcel,104,67,Away Win,0.205336852,Sporting Bet,Odds Checker Web,5.500000,0.1293526860000,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,25-04-2013,Tursunov,Dmitry,Bellucci,Thomaz,28,60,Away Win,0.778504203,Bwin,Odds Checker Web,1.850000,0.4402327755500,Away Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,26-04-2013,Robredo,Tommy,Berdych,Tomas,34,110,Home Win,0.367000858,Boylesports,Odds Checker Web,3.120000,0.1450426769600,Home Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,26-04-2013,Almagro,Nicolas,Monaco,Juan,105,76,Home Win,0.657981067,Marathonbet.co.uk,Best Betting,1.630000,0.0725091392100,Home Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,26-04-2013,Klizan,Martin,Kohlschreiber,Philipp,47,82,Away Win,0.589942418,Coral,Best Betting,2.750000,0.6223416495000,Away Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,26-04-2013,Nishikori,Kei,Ramos,Albert,78,77,Home Win,0.703997872,Pinnacle Sports,Best Betting,1.600000,0.1263965952000,Away Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,26-04-2013,Raonic,Milos,Gulbis,Ernests,80,48,Home Win,0.690410088,Marathonbet.co.uk,Best Betting,1.640000,0.1322725443200,Home Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,26-04-2013,Brands,Daniel,Simon,Gilles,32,92,Away Win,0.859394539,Marathonbet.co.uk,Best Betting,1.470000,0.2633099723300,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,26-04-2013,Troicki,Viktor,Rosol,Lukas,64,52,Away Win,0.587964934,Stan James,Odds Checker Web,2.000000,0.1759298680000,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,26-04-2013,Tipsarevic,Janko,Garcia-Lopez,Guillermo,103,59,Away Win,0.281179287,Marathonbet.co.uk,Best Betting,3.700000,0.0403633619000,Away Win,2,1,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,26-04-2013,Hanescu,Victor,Mayer,Florian,33,63,Away Win,0.589230684,Pinnacle Sports,Best Betting,1.990000,0.1725690611600,Away Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,27-04-2013,Kohlschreiber,Philipp,Almagro,Nicolas,81,106,Home Win,0.278224675,Pinnacle Sports,Best Betting,4.060000,0.1295921805000,Away Win,2,0,Completed
Barcelona Open Banc Sabadell,Clay,ATP,27-04-2013,Raonic,Milos,Nadal,Rafael,82,77,Home Win,0.253677936,Marathonbet.co.uk,Best Betting,12.000000,2.0441352320000,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,27-04-2013,Rosol,Lukas,Simon,Gilles,52,93,Home Win,0.397585128,Marathonbet.co.uk,Best Betting,3.350000,0.3319101788000,Home Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,27-04-2013,Garcia-Lopez,Guillermo,Mayer,Florian,59,64,Home Win,0.474123451,Marathonbet.co.uk,Best Betting,2.620000,0.2422034416200,Home Win,2,1,Completed
Barcelona Open Banc Sabadell,Clay,ATP,28-04-2013,Almagro,Nicolas,Nadal,Rafael,107,78,Home Win,0.197123238,32Red bet,Odds Checker Web,9.200000,0.8135337896000,Away Win,2,0,Completed
BRD Nastase Tiriac Trophy,Clay,ATP,28-04-2013,Garcia-Lopez,Guillermo,Rosol,Lukas,60,53,Away Win,0.649501953,youwin,Odds Checker Web,1.600000,0.0392031248000,Away Win,2,0,Completed
Estoril Open,Clay,ATP,29-04-2013,Goffin,David,Sousa,Pedro,43,1,Away Win,0.301993378,Boylesports,Odds Checker Web,3.500000,0.0569768230000,Home Win,2,1,Completed
Estoril Open,Clay,ATP,29-04-2013,Sijsling,Igor,Paire,Benoit,33,76,Away Win,0.778861365,Ladbrokes,Odds Checker Web,1.330000,0.0358856154500,Away Win,2,0,Completed
Estoril Open,Clay,ATP,29-04-2013,Istomin,Denis,Donskoy,Evgeny,79,16,Away Win,0.484461829,Stan James,Odds Checker Web,2.250000,0.0900391152500,Home Win,2,1,Completed
BMW Open,Clay,ATP,29-04-2013,Davydenko,Nikolay,Dodig,Ivan,73,59,Away Win,0.287320065,Marathonbet.co.uk,Best Betting,3.750000,0.0774502437500,Away Win,2,0,Completed
BMW Open,Clay,ATP,29-04-2013,Brands,Daniel,Kamke,Tobias,30,40,Away Win,0.615016401,Bwin,Odds Checker Web,2.700000,0.6605442827000,Home Win,2,1,Completed
BMW Open,Clay,ATP,29-04-2013,Matosevic,Marinko,Krawietz,Kevin,52,0,Away Win,0.258463600,Pinnacle Sports,Best Betting,5.290000,0.3672724440000,Home Win,2,0,Completed
BMW Open,Clay,ATP,29-04-2013,Mathieu,Paul-Henri,Tursunov,Dmitry,38,27,Home Win,0.663623970,Stan James,Odds Checker Web,2.880000,0.9112370336000,Away Win,2,0,Completed
Estoril Open,Clay,ATP,30-04-2013,Hanescu,Victor,Machado,Rui,34,14,Home Win,0.760105806,Pinnacle Sports,Best Betting,1.590000,0.2085682315400,Home Win,2,0,Completed
Estoril Open,Clay,ATP,30-04-2013,Gimeno-Traver,Daniel,Robredo,Tommy,37,35,Away Win,0.734701763,Pinnacle Sports,Best Betting,1.380000,0.0138884329400,Away Win,2,1,Completed
Estoril Open,Clay,ATP,30-04-2013,Zeballos,Horacio,Elias,Gastao,28,2,Away Win,0.431724110,Pinnacle Sports,Best Betting,2.450000,0.0577240695000,Away Win,2,0,Completed
Estoril Open,Clay,ATP,30-04-2013,Andujar,Pablo,Haase,Robin,67,61,Away Win,0.626752059,Marathonbet.co.uk,Best Betting,2.400000,0.5042049416000,Away Win,2,1,Completed
Estoril Open,Clay,ATP,30-04-2013,Lorenzi,Paolo,Desein,Niels,46,0,Home Win,0.890608576,Ladbrokes,Best Betting,1.290000,0.1488850630400,Home Win,2,1,Completed
Estoril Open,Clay,ATP,02-05-2013,Elias,Gastao,Istomin,Denis,3,80,Home Win,0.600607740,Bet Victor,Odds Checker Mobi,1.730000,0.0390513902000,Home Win,2,1,Completed
Estoril Open,Clay,ATP,02-05-2013,Ramos,Albert,Wawrinka,Stanislas,79,80,Away Win,0.775508712,32Red bet,Odds Checker Web,1.300000,0.0081613256000,Away Win,2,1,Completed
Estoril Open,Clay,ATP,02-05-2013,Seppi,Andreas,Falla,Alejandro,84,55,Home Win,0.727218511,Pinnacle Sports,Best Betting,1.410000,0.0253781005100,Home Win,2,0,Completed
Estoril Open,Clay,ATP,02-05-2013,Haase,Robin,Robredo,Tommy,62,36,Home Win,0.316250152,Marathonbet.co.uk,Best Betting,3.750000,0.1859380700000,Away Win,2,0,Completed
BMW Open,Clay,ATP,02-05-2013,Tipsarevic,Janko,Zemlja,Grega,100,32,Home Win,0.833662897,Sporting Bet,Best Betting,1.400000,0.1671280558000,Home Win,2,0,Completed
BMW Open,Clay,ATP,02-05-2013,Brands,Daniel,Monfils,Gael,31,51,Away Win,0.827117139,Pinnacle Sports,Best Betting,1.550000,0.2820315654500,Home Win,2,1,Completed
Estoril Open,Clay,ATP,03-05-2013,Elias,Gastao,Wawrinka,Stanislas,4,80,Away Win,0.871097252,Pinnacle Sports,Best Betting,1.160000,0.0104728123200,Away Win,2,0,Completed
Estoril Open,Clay,ATP,03-05-2013,Ferrer,David,Hanescu,Victor,126,36,Home Win,0.916480548,Paddy Power,Odds Checker Web,1.100000,0.0081286028000,Home Win,2,0,Completed
Estoril Open,Clay,ATP,03-05-2013,Carreno-Busta,Pablo,Fognini,Fabio,6,69,Away Win,0.815825576,William Hill,Odds Checker Web,1.530000,0.2482131312800,Home Win,2,1,Completed
Estoril Open,Clay,ATP,03-05-2013,Seppi,Andreas,Robredo,Tommy,84,37,Away Win,0.576201246,Paddy Power,Odds Checker Web,1.830000,0.0544482801800,Home Win,2,0,Completed
BMW Open,Clay,ATP,03-05-2013,Dolgopolov,Alexandr,Dodig,Ivan,75,60,Home Win,0.660655511,Marathonbet.co.uk,Best Betting,1.540000,0.0174094869400,Away Win,2,0,Completed
BMW Open,Clay,ATP,03-05-2013,Dolgopolov,Alexandr,Dodig,Ivan,75,60,Away Win,0.339344489,Stan James,Odds Checker Web,3.000000,0.0180334670000,Away Win,2,0,Completed
BMW Open,Clay,ATP,03-05-2013,Mayer,Florian,Haas,Tommy,66,69,Away Win,0.801567652,Stan James,Odds Checker Web,1.330000,0.0660849771600,Away Win,2,0,Completed
BMW Open,Clay,ATP,03-05-2013,Kohlschreiber,Philipp,Troicki,Viktor,83,66,Away Win,0.303110499,Marathonbet.co.uk,Best Betting,3.700000,0.1215088463000,Home Win,2,0,Completed
BMW Open,Clay,ATP,03-05-2013,Tipsarevic,Janko,Brands,Daniel,100,32,Home Win,0.798026344,Pinnacle Sports,Best Betting,1.560000,0.2449210966400,Away Win,2,1,Completed
Estoril Open,Clay,ATP,04-05-2013,Carreno-Busta,Pablo,Wawrinka,Stanislas,7,80,Away Win,0.894738314,Paddy Power,Odds Checker Web,1.170000,0.0468438273800,Away Win,2,1,Completed
Estoril Open,Clay,ATP,04-05-2013,Ferrer,David,Seppi,Andreas,126,84,Home Win,0.853817649,32Red bet,Odds Checker Web,1.210000,0.0331193552900,Home Win,2,0,Completed
BMW Open,Clay,ATP,04-05-2013,Haas,Tommy,Dodig,Ivan,70,61,Away Win,0.265724500,Marathonbet.co.uk,Best Betting,4.400000,0.1691878000000,Home Win,2,0,Completed
BMW Open,Clay,ATP,04-05-2013,Brands,Daniel,Kohlschreiber,Philipp,33,84,Away Win,0.800381603,Pinnacle Sports,Best Betting,1.580000,0.2646029327400,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,05-05-2013,Goffin,David,Verdasco,Fernando,45,67,Away Win,0.756122406,Ladbrokes,Odds Checker Web,1.730000,0.3080917623800,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,05-05-2013,Andujar,Pablo,Cilic,Marin,66,80,Away Win,0.920388262,Marathonbet.co.uk,Best Betting,1.370000,0.2609319189400,Home Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,05-05-2013,Benneteau,Julien,Simon,Gilles,71,93,Home Win,0.375545961,32Red bet,Odds Checker Web,2.870000,0.0778169080700,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,05-05-2013,Tomic,Bernard,Stepanek,Radek,68,50,Away Win,0.651237184,Marathonbet.co.uk,Best Betting,1.750000,0.1396650720000,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,05-05-2013,Chardy,Jeremy,Zeballos,Horacio,63,29,Home Win,0.619650442,Ladbrokes,Odds Checker Web,1.620000,0.0038337160400,Home Win,2,0,Completed
BMW Open,Clay,ATP,05-05-2013,Kohlschreiber,Philipp,Haas,Tommy,85,71,Away Win,0.668276797,Stan James,Odds Checker Web,1.530000,0.0224634994100,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Lopez,Feliciano,Gimeno-Traver,Daniel,66,37,Home Win,0.575185741,Stan James,Odds Checker Web,2.200000,0.2654086302000,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Nishikori,Kei,Melzer,Jurgen,75,65,Home Win,0.760720314,888sport,Best Betting,1.450000,0.1030444553000,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Raonic,Milos,Davydenko,Nikolay,82,72,Home Win,0.767137703,Pinnacle Sports,Best Betting,1.380000,0.0586500301400,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Isner,John,Garcia-Lopez,Guillermo,83,60,Home Win,0.657456944,Marathonbet.co.uk,Best Betting,1.630000,0.0716548187200,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Janowicz,Jerzy,Querrey,Sam,26,79,Away Win,0.542133688,Marathonbet.co.uk,Best Betting,2.380000,0.2902781774400,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Anderson,Kevin,Levine,Jesse,83,33,Away Win,0.237936104,Sporting Bet,Odds Checker Web,5.000000,0.1896805200000,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Haase,Robin,Dolgopolov,Alexandr,61,76,Away Win,0.725290832,Sporting Bet,Odds Checker Web,1.480000,0.0734304313600,Home Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Matosevic,Marinko,Mayer,Florian,54,65,Home Win,0.487603574,Marathonbet.co.uk,Best Betting,3.150000,0.5359512581000,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,06-05-2013,Malisse,Xavier,Istomin,Denis,62,81,Away Win,0.559253442,Betway,Odds Checker Web,2.050000,0.1464695561000,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Stepanek,Radek,Federer,Roger,51,107,Away Win,0.939195303,32Red bet,Odds Checker Web,1.080000,0.0143309272400,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Murray,Andy,Mayer,Florian,98,66,Home Win,0.921015618,Stan James,Odds Checker Web,1.120000,0.0315374921600,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Djokovic,Novak,Dimitrov,Grigor,115,65,Home Win,0.957307028,Ladbrokes,Odds Checker Web,1.060000,0.0147454496800,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Tipsarevic,Janko,Monaco,Juan,101,73,Home Win,0.401226833,Marathonbet.co.uk,Best Betting,3.050000,0.2237418406500,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Gasquet,Richard,Gimeno-Traver,Daniel,93,38,Home Win,0.837596224,Bwin,Odds Checker Web,1.200000,0.0051154688000,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Baghdatis,Marcos,Robredo,Tommy,73,38,Away Win,0.815847573,Stan James,Odds Checker Web,1.360000,0.1095526992800,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Raonic,Milos,Verdasco,Fernando,83,68,Home Win,0.838850728,Pinnacle Sports,Best Betting,1.370000,0.1492254973600,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Isner,John,Andujar,Pablo,84,67,Home Win,0.737972312,Marathonbet.co.uk,Best Betting,1.500000,0.1069584680000,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Fognini,Fabio,Youzhny,Mikhail,69,72,Away Win,0.474939993,Pinnacle Sports,Best Betting,2.390000,0.1351065832700,Away Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Haas,Tommy,Seppi,Andreas,72,85,Home Win,0.684028996,Pinnacle Sports,Best Betting,1.610000,0.1012866835600,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Giraldo,Santiago,Klizan,Martin,54,47,Home Win,0.413703019,Marathonbet.co.uk,Best Betting,2.420000,0.0011613059800,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Copil,Marius,Wawrinka,Stanislas,7,80,Away Win,0.964701450,William Hill,Odds Checker Web,1.080000,0.0418775660000,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Chardy,Jeremy,Simon,Gilles,64,94,Home Win,0.437345361,Betway,Odds Checker Web,2.550000,0.1152306705500,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Souza,Joao,Paire,Benoit,16,78,Home Win,0.319601234,888sport,Best Betting,3.450000,0.1026242573000,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,07-05-2013,Troicki,Viktor,Granollers,Marcel,67,63,Away Win,0.622744304,Stan James,Odds Checker Web,1.900000,0.1832141776000,Home Win,2,1,Completed
Mutua Madrid Open,Clay,Masters,08-05-2013,Nadal,Rafael,Paire,Benoit,79,79,Home Win,0.989865603,Paddy Power,Odds Checker Web,1.020000,0.0096629150600,Home Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,08-05-2013,Haase,Robin,Tsonga,Jo-Wilfried,62,107,Home Win,0.197354618,Marathonbet.co.uk,Best Betting,5.400000,0.0657149372000,Away Win,2,0,Completed
Mutua Madrid Open,Clay,Masters,08-05-2013,Istomin,Denis,Ferrer,David,82,126,Home Win,0.112061168,Pinnacle Sports,Best Betting,10.250000,0.1486269720000,Away Win,2,0,Completed
