TournamentName,Surface,Series,MatchDate,PlayerASurname,PlayerAFirstName,PlayerBSurname,PlayerBFirstName,PlayerAGames,PlayerBGames,ExpectedMatchOutcome,MatchOutcomeProbability,BookmakerName,Source,OddAfterCommission,Edge,ObservedMatchOutcome,TeamAScore,TeamBScore,MatchComment
bet-at-home Cup Kitzbühel,Clay,ATP,31-07-2013,Thiem,Dominic,Melzer,Jurgen,4,72,Away Win,0.836784435,Marathonbet.co.uk,Best Betting,1.310000,0.0961876098500,Home Win,2,0,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,31-07-2013,Verdasco,Fernando,Garcia-Lopez,Guillermo,84,68,Home Win,0.746956056,Pinnacle Sports,Best Betting,1.380000,0.0307993572800,Home Win,2,0,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,31-07-2013,Hajek,Jan,Gimeno-Traver,Daniel,32,49,Away Win,0.597795861,Marathonbet.co.uk,Best Betting,2.220000,0.3271068114200,Away Win,2,0,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,31-07-2013,Montanes,Albert,Hanescu,Victor,51,51,Home Win,0.525060007,Marathonbet.co.uk,Best Betting,2.300000,0.2076380161000,Home Win,2,1,Completed
Citi Open,Hard,ATP,01-08-2013,Del Potro,Juan-Martin,Harrison,Ryan,106,64,Home Win,0.887938831,Stan James,Odds Checker Mobi,1.170000,0.0388884322700,Home Win,2,0,Completed
Citi Open,Hard,ATP,01-08-2013,Haas,Tommy,Smyczek,Tim,91,22,Home Win,0.876234356,William Hill,Best Betting,1.360000,0.1916787241600,Home Win,2,1,Completed
Citi Open,Hard,ATP,01-08-2013,Matosevic,Marinko,Raonic,Milos,63,85,Away Win,0.821873451,Pinnacle Sports,Best Betting,1.260000,0.0355605482600,Home Win,2,0,Completed
Citi Open,Hard,ATP,01-08-2013,Isner,John,Devvarman,Somdev,93,21,Away Win,0.216040544,Marathonbet.co.uk,Best Betting,5.100000,0.1018067744000,Home Win,2,0,Completed
Citi Open,Hard,ATP,01-08-2013,Sock,Jack,Nishikori,Kei,27,80,Away Win,0.866297293,32Red bet,Best Betting,1.340000,0.1608383726200,Away Win,2,0,Completed
Citi Open,Hard,ATP,01-08-2013,Dimitrov,Grigor,Querrey,Sam,79,87,Home Win,0.559080363,Boylesports,Odds Checker Mobi,1.800000,0.0063446534000,Home Win,2,0,Completed
Citi Open,Hard,ATP,01-08-2013,Tursunov,Dmitry,Stepanek,Radek,34,54,Away Win,0.635191176,Pinnacle Sports,Best Betting,1.750000,0.1115845580000,Home Win,2,1,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,01-08-2013,Gimeno-Traver,Daniel,Monaco,Juan,50,87,Away Win,0.719588132,Sporting Bet,Best Betting,1.420000,0.0218151474400,Away Win,2,1,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,01-08-2013,Verdasco,Fernando,Haase,Robin,85,78,Home Win,0.741764703,Pinnacle Sports,Best Betting,1.640000,0.2164941129200,Away Win,2,1,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,01-08-2013,Montanes,Albert,Thiem,Dominic,52,5,Home Win,0.836471096,Marathonbet.co.uk,Best Betting,1.360000,0.1376006905600,Home Win,2,0,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,01-08-2013,Mayer,Leonardo,Granollers,Marcel,48,74,Away Win,0.648613400,Pinnacle Sports,Best Betting,1.680000,0.0896705120000,Away Win,2,0,Completed
Citi Open,Hard,ATP,02-08-2013,Tursunov,Dmitry,Matosevic,Marinko,35,64,Home Win,0.625711608,Stan James,Best Betting,1.800000,0.1262808944000,Home Win,2,1,Completed
Citi Open,Hard,ATP,02-08-2013,Isner,John,Baghdatis,Marcos,94,71,Away Win,0.397619927,Sporting Bet,Odds Checker Mobi,3.600000,0.4314317372000,Home Win,2,1,Completed
Citi Open,Hard,ATP,02-08-2013,Haas,Tommy,Dimitrov,Grigor,93,80,Home Win,0.548754699,Pinnacle Sports,Best Betting,2.110000,0.1578724148900,Home Win,2,0,Completed
Citi Open,Hard,ATP,02-08-2013,Del Potro,Juan-Martin,Anderson,Kevin,108,100,Away Win,0.283382802,Boylesports,Best Betting,4.200000,0.1902077684000,Home Win,2,0,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,02-08-2013,Montanes,Albert,Monaco,Juan,52,88,Away Win,0.729761908,Paddy Power,Best Betting,1.500000,0.0946428620000,Away Win,2,0,Completed
Citi Open,Hard,ATP,03-08-2013,Tursunov,Dmitry,Isner,John,36,95,Home Win,0.350252087,Marathonbet.co.uk,Best Betting,3.900000,0.3659831393000,Away Win,2,1,Completed
bet-at-home Cup Kitzbühel,Clay,ATP,03-08-2013,Granollers,Marcel,Monaco,Juan,76,88,Away Win,0.674849227,Paddy Power,Odds Checker Mobi,1.570000,0.0595132863900,Home Win,2,1,Completed
Citi Open,Hard,ATP,04-08-2013,Del Potro,Juan-Martin,Isner,John,110,96,Away Win,0.293694158,Ladbrokes,Odds Checker Mobi,4.000000,0.1747766320000,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,05-08-2013,Tomic,Bernard,Mayer,Florian,72,74,Away Win,0.462954448,Marathonbet.co.uk,Best Betting,2.880000,0.3333088102400,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,05-08-2013,Istomin,Denis,Tipsarevic,Janko,90,100,Home Win,0.548886119,Bet 365,Best Betting,2.100000,0.1526608499000,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,05-08-2013,Nishikori,Kei,Polansky,Peter,82,1,Home Win,0.951999527,Sporting Bet,Best Betting,1.140000,0.0852794607800,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,05-08-2013,Seppi,Andreas,Rosol,Lukas,93,59,Away Win,0.339885807,Pinnacle Sports,Best Betting,3.220000,0.0944322985400,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,05-08-2013,Klizan,Martin,Bellucci,Thomaz,60,59,Away Win,0.500000000,Stan James,Best Betting,2.250000,0.1250000000000,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,05-08-2013,Kohlschreiber,Philipp,Paire,Benoit,87,92,Home Win,0.587767989,Marathonbet.co.uk,Best Betting,1.860000,0.0932484595400,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,05-08-2013,Levine,Jesse,Malisse,Xavier,38,72,Away Win,0.619513421,Marathonbet.co.uk,Best Betting,1.680000,0.0407825472800,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,05-08-2013,Zemlja,Grega,Dodig,Ivan,41,70,Home Win,0.345745277,Marathonbet.co.uk,Best Betting,3.350000,0.1582466779500,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,05-08-2013,Andujar,Pablo,Weintraub,Amir,77,2,Home Win,0.642456929,Marathonbet.co.uk,Best Betting,2.350000,0.5097737831500,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,05-08-2013,Matosevic,Marinko,Becker,Benjamin,65,39,Home Win,0.682061002,Paddy Power,Best Betting,1.730000,0.1799655334600,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Benneteau,Julien,Janowicz,Jerzy,73,44,Home Win,0.628858388,Marathonbet.co.uk,Best Betting,3.250000,1.0437897610000,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Pospisil,Vasek,Isner,John,27,97,Away Win,0.847308479,Pinnacle Sports,Best Betting,1.480000,0.2540165489200,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Chardy,Jeremy,Raonic,Milos,72,86,Home Win,0.350877748,Pinnacle Sports,Best Betting,3.490000,0.2245633405200,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Djokovic,Novak,Mayer,Florian,121,75,Home Win,0.986652582,Ladbrokes,Best Betting,1.040000,0.0261186852800,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Dancevic,Frank,Lu,Yen-Hsun,7,48,Home Win,0.563464730,Marathonbet.co.uk,Best Betting,2.420000,0.3635846466000,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Nishikori,Kei,Seppi,Andreas,83,94,Home Win,0.698771270,Paddy Power,Best Betting,1.530000,0.0691200431000,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Haas,Tommy,Goffin,David,95,50,Away Win,0.220494629,Marathonbet.co.uk,Best Betting,5.100000,0.1245226079000,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Klizan,Martin,Gasquet,Richard,61,98,Away Win,0.908925779,Coral,Best Betting,1.290000,0.1725142549100,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Stepanek,Radek,Almagro,Nicolas,55,114,Home Win,0.437493428,Bet 365,Best Betting,2.620000,0.1462327813600,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Fognini,Fabio,Baghdatis,Marcos,90,69,Home Win,0.563228057,Sporting Bet,Best Betting,2.380000,0.3404827756600,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Anderson,Kevin,Dolgopolov,Alexandr,101,79,Home Win,0.808868356,32Red bet,Best Betting,1.360000,0.1000609641600,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Simon,Gilles,Davydenko,Nikolay,101,77,Away Win,0.371149008,Pinnacle Sports,Best Betting,2.730000,0.0132367918400,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Nieminen,Jarkko,Peliwo,Filip,79,0,Home Win,0.868427579,Marathonbet.co.uk,Best Betting,1.260000,0.0942187495400,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,06-08-2013,Youzhny,Mikhail,Melzer,Jurgen,86,70,Away Win,0.339546768,Pinnacle Sports,Best Betting,4.300000,0.4600511024000,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Dimitrov,Grigor,Granollers,Marcel,81,77,Away Win,0.341652354,Ladbrokes,Best Betting,4.330000,0.4793546928200,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,06-08-2013,Bogomolov Jr.,Alex,Llodra,Michael,35,43,Away Win,0.709872572,Pinnacle Sports,Best Betting,1.780000,0.2635731781600,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,07-08-2013,Nadal,Rafael,Levine,Jesse,83,39,Home Win,0.981340861,32Red bet,Best Betting,1.060000,0.0402213126600,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,07-08-2013,Youzhny,Mikhail,Raonic,Milos,87,87,Away Win,0.629601031,Pinnacle Sports,Best Betting,1.790000,0.1269858454900,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,07-08-2013,Del Potro,Juan-Martin,Dodig,Ivan,111,71,Away Win,0.204066798,Pinnacle Sports,Best Betting,6.340000,0.2937834993200,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,07-08-2013,Pospisil,Vasek,Stepanek,Radek,28,56,Away Win,0.776875621,Sporting Bet,Odds Checker Mobi,1.570000,0.2196947249700,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,07-08-2013,Berdych,Tomas,Dolgopolov,Alexandr,112,80,Home Win,0.864108296,Marathonbet.co.uk,Best Betting,1.300000,0.1233407848000,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,07-08-2013,Dancevic,Frank,Janowicz,Jerzy,8,45,Home Win,0.380225496,Ladbrokes,Best Betting,4.000000,0.5209019840000,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,07-08-2013,Bogomolov Jr.,Alex,Ferrer,David,36,128,Away Win,0.944215125,Marathonbet.co.uk,Best Betting,1.090000,0.0291944862500,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,07-08-2013,Fognini,Fabio,Gulbis,Ernests,91,61,Away Win,0.662971540,Marathonbet.co.uk,Best Betting,1.630000,0.0806436102000,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,07-08-2013,Peliwo,Filip,Istomin,Denis,1,91,Home Win,0.176044253,Pinnacle Sports,Best Betting,6.870000,0.2094240181100,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,07-08-2013,Davydenko,Nikolay,Andujar,Pablo,78,78,Home Win,0.722937765,Marathonbet.co.uk,Best Betting,1.480000,0.0699478922000,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,07-08-2013,Paire,Benoit,Wawrinka,Stanislas,93,94,Away Win,0.759128648,Pinnacle Sports,Best Betting,1.480000,0.1235103990400,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,07-08-2013,Haas,Tommy,Matosevic,Marinko,96,66,Away Win,0.245359432,Pinnacle Sports,Best Betting,4.540000,0.1139318212800,Away Win,1,0,Completed
Rogers Cup,Hard,Masters,08-08-2013,Nadal,Rafael,Janowicz,Jerzy,84,46,Home Win,0.953819552,Pinnacle Sports,Best Betting,1.180000,0.1255070713600,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,08-08-2013,Gulbis,Ernests,Murray,Andy,62,100,Home Win,0.233774007,Ladbrokes,Best Betting,5.000000,0.1688700350000,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,08-08-2013,Del Potro,Juan-Martin,Raonic,Milos,112,88,Home Win,0.722367641,Marathonbet.co.uk,Best Betting,1.630000,0.1774592548300,Away Win,2,0,Completed
Rogers Cup,Hard,Masters,08-08-2013,Djokovic,Novak,Istomin,Denis,122,92,Away Win,0.048903818,BETDAQ,Best Betting,24.417500,0.2543829317000,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,08-08-2013,Matosevic,Marinko,Paire,Benoit,67,94,Home Win,0.422402989,Marathonbet.co.uk,Best Betting,2.580000,0.0897997116200,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,08-08-2013,Berdych,Tomas,Pospisil,Vasek,113,29,Home Win,0.931889302,Boylesports,Best Betting,1.220000,0.1369049484400,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,08-08-2013,Davydenko,Nikolay,Bogomolov Jr.,Alex,79,37,Home Win,0.710054493,Marathonbet.co.uk,Best Betting,1.630000,0.1573888235900,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,08-08-2013,Nishikori,Kei,Gasquet,Richard,84,99,Away Win,0.650096523,Pinnacle Sports,Best Betting,1.590000,0.0336534715700,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,09-08-2013,Pospisil,Vasek,Davydenko,Nikolay,30,80,Away Win,0.755504623,Pinnacle Sports,Best Betting,2.310000,0.7452156791300,Home Win,1,0,Completed
Rogers Cup,Hard,Masters,09-08-2013,Raonic,Milos,Gulbis,Ernests,89,63,Away Win,0.464258809,Stan James,Best Betting,2.380000,0.1049359654200,Home Win,2,1,Completed
Rogers Cup,Hard,Masters,09-08-2013,Djokovic,Novak,Gasquet,Richard,123,100,Away Win,0.197518136,Sporting Bet,Odds Checker Mobi,7.000000,0.3826269520000,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,09-08-2013,Nadal,Rafael,Matosevic,Marinko,85,68,Home Win,0.935786033,32Red bet,Best Betting,1.080000,0.0106489156400,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,10-08-2013,Pospisil,Vasek,Raonic,Milos,31,90,Away Win,0.852321857,Marathonbet.co.uk,Best Betting,1.510000,0.2870060040700,Away Win,2,1,Completed
Rogers Cup,Hard,Masters,10-08-2013,Djokovic,Novak,Nadal,Rafael,124,86,Away Win,0.461793505,Pinnacle Sports,Best Betting,3.150000,0.4546495407500,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,11-08-2013,Benneteau,Julien,Baghdatis,Marcos,74,70,Home Win,0.524684924,Pinnacle Sports,Best Betting,1.980000,0.0388761495200,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,11-08-2013,Harrison,Ryan,Dolgopolov,Alexandr,65,81,Away Win,0.632061916,Pinnacle Sports,Best Betting,1.670000,0.0555433997200,Home Win,2,0,Completed
Rogers Cup,Hard,Masters,11-08-2013,Nadal,Rafael,Raonic,Milos,87,91,Away Win,0.213777327,Sporting Bet,Odds Checker Mobi,5.500000,0.1757752985000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Kohlschreiber,Philipp,Fish,Mardy,88,35,Away Win,0.717542801,Stan James,Best Betting,2.100000,0.5068398821000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Tipsarevic,Janko,Querrey,Sam,101,88,Away Win,0.665070701,Ladbrokes,Best Betting,1.570000,0.0441610005700,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Blake,James,Janowicz,Jerzy,38,47,Home Win,0.510236075,Ladbrokes,Best Betting,3.400000,0.7348026550000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Baker,Brian,Istomin,Denis,29,93,Away Win,0.826880345,Marathonbet.co.uk,Best Betting,1.350000,0.1162884657500,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Almagro,Nicolas,Dimitrov,Grigor,115,82,Home Win,0.512099992,Pinnacle Sports,Best Betting,2.020000,0.0344419838400,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Monaco,Juan,Melzer,Jurgen,86,71,Home Win,0.760921378,Pinnacle Sports,Best Betting,1.590000,0.2098649910200,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Fognini,Fabio,Stepanek,Radek,92,57,Away Win,0.526057908,Marathonbet.co.uk,Best Betting,1.940000,0.0205523415200,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Granollers,Marcel,Rosol,Lukas,79,60,Away Win,0.375273796,Stan James,Best Betting,3.000000,0.1258213880000,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Tursunov,Dmitry,Klizan,Martin,37,62,Home Win,0.764125482,Ladbrokes,Best Betting,1.530000,0.1691119874600,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,12-08-2013,Chardy,Jeremy,Mannarino,Adrian,73,16,Home Win,0.681592862,Marathonbet.co.uk,Best Betting,1.760000,0.1996034371200,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Mayer,Florian,Isner,John,76,98,Away Win,0.721180760,Pinnacle Sports,Best Betting,1.450000,0.0457121020000,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Ferrer,David,Harrison,Ryan,129,66,Home Win,0.941179954,Coral,Best Betting,1.250000,0.1764749425000,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Federer,Roger,Kohlschreiber,Philipp,112,89,Home Win,0.824806954,888sport,Best Betting,1.240000,0.0227606229600,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Nishikori,Kei,Lopez,Feliciano,85,79,Away Win,0.286369898,Sporting Bet,Odds Checker Mobi,3.700000,0.0595686226000,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Gulbis,Ernests,Youzhny,Mikhail,64,88,Home Win,0.646931852,Pinnacle Sports,Best Betting,1.690000,0.0933148298800,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Raonic,Milos,Sock,Jack,92,28,Home Win,0.888649742,Pinnacle Sports,Best Betting,1.490000,0.3240881155800,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Anderson,Kevin,Haas,Tommy,102,97,Away Win,0.511893200,Pinnacle Sports,Best Betting,2.040000,0.0442621280000,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Dimitrov,Grigor,Baker,Brian,83,30,Home Win,0.814544404,Stan James,Best Betting,1.250000,0.0181805050000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Seppi,Andreas,Wawrinka,Stanislas,95,95,Away Win,0.793908589,Pinnacle Sports,Best Betting,1.410000,0.1194111104900,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Paire,Benoit,Davydenko,Nikolay,95,81,Away Win,0.513127594,Pinnacle Sports,Best Betting,3.110000,0.5958268173400,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Stepanek,Radek,Benneteau,Julien,58,75,Home Win,0.672551054,Betway,Odds Checker Mobi,1.850000,0.2442194499000,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Andujar,Pablo,Becker,Benjamin,79,40,Home Win,0.448340818,Stan James,Best Betting,2.500000,0.1208520450000,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Roger-Vasselin,Edouard,Nieminen,Jarkko,60,80,Away Win,0.525465495,Pinnacle Sports,Best Betting,2.550000,0.3399370122500,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Pospisil,Vasek,Simon,Gilles,32,102,Away Win,0.724976712,Marathonbet.co.uk,Best Betting,1.840000,0.3339571500800,Home Win,1,1,Completed
Western & Southern Open,Hard,Masters,13-08-2013,Robredo,Tommy,Bellucci,Thomaz,55,60,Home Win,0.725851327,Ladbrokes,Best Betting,1.530000,0.1105525303100,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Youzhny,Mikhail,Murray,Andy,89,101,Away Win,0.900841419,Marathonbet.co.uk,Best Betting,1.240000,0.1170433595600,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Djokovic,Novak,Monaco,Juan,125,87,Away Win,0.093396087,Betfair,Best Betting,18.100000,0.7745256530000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Becker,Benjamin,Nadal,Rafael,41,88,Away Win,0.985378349,Marathonbet.co.uk,Best Betting,1.060000,0.0445010499400,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Isner,John,Gasquet,Richard,99,101,Away Win,0.624818203,Marathonbet.co.uk,Best Betting,2.080000,0.2996218622400,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Raonic,Milos,Tipsarevic,Janko,93,102,Home Win,0.750236297,Marathonbet.co.uk,Best Betting,1.720000,0.2904064308400,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Granollers,Marcel,Haas,Tommy,80,98,Home Win,0.307186830,Sporting Bet,Best Betting,4.330000,0.3301189739000,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Davydenko,Nikolay,Del Potro,Juan-Martin,82,113,Away Win,0.861232806,Pinnacle Sports,Best Betting,1.270000,0.0937656636200,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Berdych,Tomas,Nieminen,Jarkko,114,81,Home Win,0.871650255,Marathonbet.co.uk,Best Betting,1.180000,0.0285473009000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Tursunov,Dmitry,Blake,James,38,39,Home Win,0.568967495,Marathonbet.co.uk,Best Betting,2.100000,0.1948317395000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Goffin,David,Pospisil,Vasek,52,33,Home Win,0.435816243,Bwin,Odds Checker Mobi,2.400000,0.0459589832000,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,14-08-2013,Lopez,Feliciano,Chardy,Jeremy,80,74,Away Win,0.523949249,Pinnacle Sports,Best Betting,2.300000,0.2050832727000,Home Win,1,1,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Djokovic,Novak,Goffin,David,126,53,Home Win,0.986826593,32Red bet,Best Betting,1.040000,0.0262996567200,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Federer,Roger,Haas,Tommy,113,99,Home Win,0.756539958,Marathonbet.co.uk,Best Betting,1.470000,0.1121137382600,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Dimitrov,Grigor,Nadal,Rafael,84,89,Away Win,0.892193951,Marathonbet.co.uk,Best Betting,1.150000,0.0260230436500,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Lopez,Feliciano,Del Potro,Juan-Martin,81,114,Away Win,0.858020347,Sporting Bet,Odds Checker Mobi,1.250000,0.0725254337500,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Benneteau,Julien,Murray,Andy,76,102,Away Win,0.897638513,Marathonbet.co.uk,Best Betting,1.140000,0.0233079048200,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Ferrer,David,Tursunov,Dmitry,130,39,Home Win,0.852125618,Sporting Bet,Odds Checker Mobi,1.400000,0.1929758652000,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Raonic,Milos,Isner,John,94,100,Home Win,0.532465657,Pinnacle Sports,Best Betting,2.440000,0.2992162030800,Away Win,2,0,Completed
Western & Southern Open,Hard,Masters,15-08-2013,Berdych,Tomas,Robredo,Tommy,115,57,Away Win,0.276059911,Sporting Bet,Odds Checker Mobi,3.800000,0.0490276618000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,16-08-2013,Tursunov,Dmitry,Del Potro,Juan-Martin,40,115,Away Win,0.854663467,Marathonbet.co.uk,Best Betting,1.300000,0.1110625071000,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,16-08-2013,Djokovic,Novak,Isner,John,127,101,Home Win,0.858218118,Marathonbet.co.uk,Best Betting,1.170000,0.0041151980600,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,16-08-2013,Federer,Roger,Nadal,Rafael,114,90,Home Win,0.297796907,Marathonbet.co.uk,Best Betting,4.200000,0.2507470094000,Away Win,2,1,Completed
Western & Southern Open,Hard,Masters,16-08-2013,Berdych,Tomas,Murray,Andy,116,103,Home Win,0.341652353,Marathonbet.co.uk,Best Betting,3.100000,0.0591222943000,Home Win,2,0,Completed
Western & Southern Open,Hard,Masters,17-08-2013,Isner,John,Del Potro,Juan-Martin,102,115,Away Win,0.689047749,Marathonbet.co.uk,Best Betting,1.630000,0.1231478308700,Home Win,2,1,Completed
Western & Southern Open,Hard,Masters,18-08-2013,Isner,John,Nadal,Rafael,103,92,Home Win,0.208067791,Boylesports,Odds Checker Mobi,5.500000,0.1443728505000,Away Win,2,0,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Williams,Rhyne,Blake,James,16,40,Away Win,0.806115200,Ladbrokes,Best Betting,1.500000,0.2091728000000,Away Win,2,0,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Haase,Robin,Rosol,Lukas,77,60,Away Win,0.462578323,Pinnacle Sports,Best Betting,2.770000,0.2813419547100,Home Win,2,1,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Reynolds,Bobby,Johnson,Steve,12,17,Home Win,0.556138187,Pinnacle Sports,Best Betting,2.180000,0.2123812476600,Away Win,2,0,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Mahut,Nicolas,Kubot,Lukasz,41,60,Away Win,0.468490610,Pinnacle Sports,Best Betting,2.470000,0.1571718067000,Home Win,2,0,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Russell,Michael,Smyczek,Tim,34,22,Home Win,0.645760322,Stan James,Best Betting,1.800000,0.1623685796000,Away Win,2,1,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Mayer,Leonardo,Pella,Guido,44,18,Home Win,0.749045612,Sporting Bet,Best Betting,1.700000,0.2733775404000,Away Win,2,0,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Rufin,Guillaume,Istomin,Denis,24,90,Away Win,0.865669343,Paddy Power,Best Betting,1.400000,0.2119370802000,Home Win,2,1,Completed
Winston-Salem Open,Hard,ATP,19-08-2013,Nielsen,Frederik,Bautista-Agut,Roberto,1,43,Away Win,0.827479953,10Bet,Best Betting,1.420000,0.1750215332600,Away Win,2,0,Completed
